Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-07-06 00:00:00-04:00,594.8400268554688,603.5800170898438,581.760009765625,600.2899780273438,17674100,0.0,0.0
2026-07-07 00:00:00-04:00,607.5900268554688,625.3699951171875,603.6599731445312,615.5800170898438,18560800,0.0,0.0
2026-07-08 00:00:00-04:00,614.3900146484375,616.0,598.010009765625,603.1199951171875,13606500,0.0,0.0
2026-07-09 00:00:00-04:00,583.989990234375,633.27001953125,577.0700073242188,631.47998046875,26579700,0.0,0.0
2026-07-10 00:00:00-04:00,660.3400268554688,677.8599853515625,658.010009765625,669.2100219726562,40608900,0.0,0.0
2026-07-13 00:00:00-04:00,661.3800048828125,676.6199951171875,654.2000122070312,656.72998046875,19840700,0.0,0.0
2026-07-14 00:00:00-04:00,652.0,666.5,649.0499877929688,661.0399780273438,16748200,0.0,0.0
2026-07-15 00:00:00-04:00,663.5999755859375,686.0800170898438,656.6599731445312,681.3099975585938,19003400,0.0,0.0
2026-07-16 00:00:00-04:00,677.280029296875,681.9000244140625,660.1599731445312,664.5399780273438,15816000,0.0,0.0
2026-07-17 00:00:00-04:00,647.7000122070312,652.2000122070312,626.0,646.010009765625,22267900,0.0,0.0
2026-07-20 00:00:00-04:00,646.7000122070312,653.2999877929688,636.010009765625,645.8499755859375,10225200,0.0,0.0
2026-07-21 00:00:00-04:00,654.1799926757812,655.8800048828125,643.2000122070312,643.8099975585938,9140500,0.0,0.0
2026-07-22 00:00:00-04:00,647.7000122070312,649.0,624.0,627.1699829101562,11019600,0.0,0.0
2026-07-23 00:00:00-04:00,608.4099731445312,614.6500244140625,597.219970703125,606.0999755859375,15494800,0.0,0.0
2026-07-24 00:00:00-04:00,605.2999877929688,609.97998046875,594.4500122070312,595.1900024414062,11503500,0.0,0.0
2026-07-27 00:00:00-04:00,607.219970703125,611.260009765625,593.1300048828125,593.8699951171875,11195300,0.0,0.0
2026-07-28 00:00:00-04:00,596.8200073242188,601.0,587.0,593.4099731445312,12009300,0.0,0.0
2026-07-29 00:00:00-04:00,593.25,599.969970703125,582.219970703125,585.6099853515625,22371100,0.0,0.0
2026-07-30 00:00:00-04:00,526.0,539.8800048828125,524.489990234375,539.030029296875,42271500,0.0,0.0
2026-07-31 00:00:00-04:00,543.5999755859375,558.3300170898438,540.219970703125,556.7100219726562,24261500,0.0,0.0
2026-08-03 00:00:00-04:00,562.239990234375,597.52001953125,559.3599853515625,590.239990234375,25938100,0.0,0.0
2026-08-04 00:00:00-04:00,581.5,592.7899780273438,578.25,587.9400024414062,17959200,0.0,0.0
2026-08-05 00:00:00-04:00,600.4600219726562,601.0,580.1199951171875,588.77001953125,14897200,0.0,0.0
2026-08-06 00:00:00-04:00,586.9500122070312,595.3099975585938,586.0,589.9000244140625,11811500,0.0,0.0
2026-08-07 00:00:00-04:00,585.6400146484375,598.739990234375,585.6199951171875,592.0999755859375,11250300,0.0,0.0
2026-08-10 00:00:00-04:00,599.1300048828125,608.2100219726562,592.030029296875,594.9199829101562,14967300,0.0,0.0
2026-08-11 00:00:00-04:00,598.0,612.4299926757812,593.4000244140625,599.1199951171875,13146900,0.0,0.0
2026-08-12 00:00:00-04:00,601.0700073242188,604.5,578.2100219726562,578.8499755859375,16186900,0.0,0.0
2026-08-13 00:00:00-04:00,580.7100219726562,595.8499755859375,579.3900146484375,594.969970703125,11164200,0.0,0.0
2026-08-14 00:00:00-04:00,596.97998046875,601.8599853515625,589.2899780273438,589.8499755859375,8758000,0.0,0.0
2026-08-17 00:00:00-04:00,589.75,590.239990234375,564.75,568.969970703125,17225600,0.0,0.0
2026-08-18 00:00:00-04:00,557.47998046875,560.6599731445312,543.2100219726562,543.6699829101562,27094900,0.0,0.0
2026-08-19 00:00:00-04:00,541.3400268554688,554.0700073242188,537.27001953125,546.030029296875,16971700,0.0,0.0
2026-08-20 00:00:00-04:00,546.9500122070312,549.989990234375,539.3099975585938,545.8300170898438,13872200,0.0,0.0
2026-08-21 00:00:00-04:00,546.8900146484375,553.8699951171875,543.22998046875,549.9000244140625,13848000,0.0,0.0
2026-08-24 00:00:00-04:00,550.2000122070312,561.4199829101562,546.2999877929688,559.02001953125,12990600,0.0,0.0
2026-08-25 00:00:00-04:00,563.8800048828125,570.7999877929688,561.4000244140625,570.0499877929688,9769100,0.0,0.0
2026-08-26 00:00:00-04:00,590.3099975585938,593.3400268554688,561.8800048828125,576.1400146484375,31416300,0.0,0.0
2026-08-27 00:00:00-04:00,576.47998046875,588.3900146484375,567.6199951171875,571.0999755859375,15221400,0.0,0.0
2026-08-28 00:00:00-04:00,571.5499877929688,589.1900024414062,571.0,578.02001953125,16042400,0.0,0.0
2026-08-31 00:00:00-04:00,577.6300048828125,578.6799926757812,569.1400146484375,572.3400268554688,13383800,0.0,0.0
2026-09-01 00:00:00-04:00,558.3499755859375,584.9500122070312,556.0999755859375,578.5399780273438,15796900,0.0,0.0
2026-09-02 00:00:00-04:00,578.7899780273438,600.3800048828125,577.0,592.8499755859375,16552700,0.0,0.0
2026-09-03 00:00:00-04:00,604.489990234375,619.4600219726562,604.3499755859375,610.6799926757812,19737100,0.0,0.0
2026-09-04 00:00:00-04:00,612.3499755859375,617.4600219726562,605.27001953125,616.77001953125,15942700,0.0,0.0
